code,codein,name,high,low,varBid,pctChange,bid,ask,timestamp,create_date
USD,BRL,Dólar Americano/Real Brasileiro,5.0093,4.9794,0.0127,0.25,4.9987,4.9999,1711640789,2024-03-28 12:46:29
