code,codein,name,high,low,varBid,pctChange,bid,ask,timestamp,create_date
USD,BRL,Dólar Americano/Real Brasileiro,5.0093,4.9794,0.0177,0.35,5.0037,5.0049,1711641512,2024-03-28 12:58:32
